22:01:09,375 - [main] DEBUG com.Technion.ie.BaseLine.CkyAlg  - [What, animal, do, buffalo, wings, come, from, ?]
22:01:53,574 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(5,7,.) = [.,,]
22:01:53,576 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(5,7,.) :is-1.0
22:02:02,786 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,VERB) = q(VERB->,)
22:02:02,787 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,VERB) = [VERB,,]
22:02:02,789 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,VERB) :is-1.0
22:02:02,803 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,ADVP+ADV) = q(ADVP+ADV->,)
22:02:02,805 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,ADVP+ADV) = [ADVP+ADV,,]
22:02:02,806 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,ADVP+ADV) :is-1.0
22:02:02,846 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+ADJ) = q(NP+ADJ->,)
22:02:02,847 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+ADJ) = [NP+ADJ,,]
22:02:02,849 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+ADJ) :is-1.0
22:02:02,865 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+NOUN) = q(NP+NOUN->,)
22:02:02,867 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+NOUN) = [NP+NOUN,,]
22:02:02,868 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+NOUN) :is-1.0
22:02:02,893 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+S) = q(NP+S->,)
22:02:02,894 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+S) = [NP+S,,]
22:02:02,896 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+S) :is-1.0
22:02:02,944 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+NP) = q(NP+NP->,)
22:02:02,946 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+NP) = [NP+NP,,]
22:02:02,947 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+NP) :is-1.0
22:02:02,961 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,ADJP+ADJ) = q(ADJP+ADJ->,)
22:02:02,963 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,ADJP+ADJ) = [ADJP+ADJ,,]
22:02:02,964 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,ADJP+ADJ) :is-1.0
22:02:03,034 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+PRON) = q(NP+PRON->,)
22:02:03,036 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+PRON) = [NP+PRON,,]
22:02:03,037 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+PRON) :is-1.0
22:02:03,395 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,ADJP) = q(ADJP->,)
22:02:03,396 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,ADJP) = [ADJP,,]
22:02:03,397 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,ADJP) :is-1.0
22:02:03,502 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+DET) = q(NP+DET->,)
22:02:03,504 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+DET) = [NP+DET,,]
22:02:03,505 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+DET) :is-1.0
22:02:03,690 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,ADV) = q(ADV->,)
22:02:03,692 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,ADV) = [ADV,,]
22:02:03,694 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,ADV) :is-1.0
22:02:03,749 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,VP+VERB) = q(VP+VERB->,)
22:02:03,751 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,VP+VERB) = [VP+VERB,,]
22:02:03,752 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,VP+VERB) :is-1.0
22:02:03,871 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP+X) = q(NP+X->,)
22:02:03,873 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP+X) = [NP+X,,]
22:02:03,874 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP+X) :is-1.0
22:02:03,915 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,4,SQ) = q(SQ->,)
22:02:03,916 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,4,SQ) = [SQ,,]
22:02:03,918 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,4,SQ) :is-1.0
22:02:04,002 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,4,WHADVP) = q(WHADVP->,)
22:02:04,003 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,4,WHADVP) = [WHADVP,,]
22:02:04,005 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,4,WHADVP) :is-1.0
22:02:04,065 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,4,WHADJP) = q(WHADJP->,)
22:02:04,066 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,4,WHADJP) = [WHADJP,,]
22:02:04,068 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,4,WHADJP) :is-1.0
22:02:04,116 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,PRT) = q(PRT->,)
22:02:04,118 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,PRT) = [PRT,,]
22:02:04,119 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,PRT) :is-1.0
22:02:04,151 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,ADP) = q(ADP->,)
22:02:04,153 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,ADP) = [ADP,,]
22:02:04,154 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,ADP) :is-1.0
22:02:04,168 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,NP+NUM) = q(NP+NUM->,)
22:02:04,169 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,NP+NUM) = [NP+NUM,,]
22:02:04,171 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,NP+NUM) :is-1.0
22:02:04,306 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,PP) = q(PP->,)
22:02:04,307 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,PP) = [PP,,]
22:02:04,309 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,PP) :is-1.0
22:02:04,331 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,PP+ADP) = q(PP+ADP->,)
22:02:04,332 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,PP+ADP) = [PP+ADP,,]
22:02:04,334 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,PP+ADP) :is-1.0
22:02:04,346 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,ADVP+ADV) = q(ADVP+ADV->,)
22:02:04,348 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,ADVP+ADV) = [ADVP+ADV,,]
22:02:04,350 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,ADVP+ADV) :is-1.0
22:02:04,437 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,PRON) = q(PRON->,)
22:02:04,438 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,PRON) = [PRON,,]
22:02:04,440 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,PRON) :is-1.0
22:02:04,463 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,NP+NUM) = q(NP+NUM->,)
22:02:04,465 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,NP+NUM) = [NP+NUM,,]
22:02:04,466 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,NP+NUM) :is-1.0
22:02:04,472 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,NOUN) = q(NOUN->,)
22:02:04,473 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,NOUN) = [NOUN,,]
22:02:04,475 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,NOUN) :is-1.0
22:02:04,696 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,VERB) = q(VERB->,)
22:02:04,697 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,VERB) = [VERB,,]
22:02:04,699 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,VERB) :is-1.0
22:02:04,734 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,ADJP) = q(ADJP->,)
22:02:04,736 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,ADJP) = [ADJP,,]
22:02:04,737 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,ADJP) :is-1.0
22:02:04,778 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,DET) = q(DET->,)
22:02:04,780 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,DET) = [DET,,]
22:02:04,781 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,DET) :is-1.0
22:02:04,812 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,NP+DET) = q(NP+DET->,)
22:02:04,813 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,NP+DET) = [NP+DET,,]
22:02:04,814 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,NP+DET) :is-1.0
22:02:04,830 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,ADV) = q(ADV->,)
22:02:04,831 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,ADV) = [ADV,,]
22:02:04,833 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,ADV) :is-1.0
22:02:04,895 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,4,.) = q(.->,)
22:02:04,896 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,4,.) = [.,,]
22:02:04,897 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,4,.) :is-1.0
22:02:04,935 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,ADV) = q(ADV->,)
22:02:04,937 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,ADV) = [ADV,,]
22:02:04,938 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,ADV) :is-1.0
22:02:04,965 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,WHPP) = q(WHPP->,)
22:02:04,966 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,WHPP) = [WHPP,,]
22:02:04,968 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,WHPP) :is-1.0
22:02:04,976 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,WHNP+DET) = q(WHNP+DET->,)
22:02:04,977 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,WHNP+DET) = [WHNP+DET,,]
22:02:04,979 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,WHNP+DET) :is-1.0
22:02:05,062 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,WHNP) = q(WHNP->,)
22:02:05,063 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,WHNP) = [WHNP,,]
22:02:05,065 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,WHNP) :is-1.0
22:02:05,073 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,WHADVP+ADV) = q(WHADVP+ADV->,)
22:02:05,074 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,WHADVP+ADV) = [WHADVP+ADV,,]
22:02:05,075 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,WHADVP+ADV) :is-1.0
